pool,user,round_from,round_to,tvl,user_tvl,amount,txid
411756,DYX2V5XF4IKOHE55Z63XAHVBJTMYM723HK5WJZ72BDZ5AFEFKJ5YP4DOQQ,9053333,9083289,25211411671362,24296658206152,18645239194,ERMF4ASLMOKZIHZIQUPHOMUGIPERK7KGFEIK7UBFFYBLQEMHNZKA
411756,BUD2763FMK6EYVKGHWWUN4QKHPSPCVFUEPPI4PQCPGYVPGQ6GNKBX6IXCQ,9053333,9083289,25211411671362,860994415760,660726536,A3L7HEUQOIMSMLUIZAZS3LLK73MWZZ6TV3RCFSTBWDS5CCAGIVEQ
411756,KRGQTWOEDRJ7476DIORQDSLUZMJLHPQ2KKGAZTNGQ6KWPI2UT3KD42EX64,9053333,9083289,25211411671362,22657747783,17387540,Q24R3I6CGD74LW5QZRFWBYDWZ6LQ6AIFGBW2S2QRYHAIPFBXWANA
411756,VOIUK3B5KQXVMVMYMLZOELHNABRKV27BP3CZRIK2ZCF7HEFP4F6APX76NM,9053333,9083289,25211411671362,7552582594,5795846,OHR4BBOBVK7G4TQXHMRWB5GNGXHM25OVQKVJDNTPFWSPYMJYOGRQ
